Store,Dept,Date,Weekly_Sales,IsHoliday
9,1,2010-02-05,12861.4,False
9,1,2010-02-12,20273.94,True
9,1,2010-02-19,14819.97,False
9,1,2010-02-26,10530.98,False
9,1,2010-03-05,10438.47,False
9,1,2010-03-12,11004.74,False
9,1,2010-03-19,9813.87,False
9,1,2010-03-26,11402.28,False
9,1,2010-04-02,24205.64,False
9,1,2010-04-09,13421.94,False
9,1,2010-04-16,8926.1,False
9,1,2010-04-23,8462.08,False
9,1,2010-04-30,8723.98,False
9,1,2010-05-07,10088.57,False
9,1,2010-05-14,9527.04,False
9,1,2010-05-21,8969.28,False
9,1,2010-05-28,8674.07,False
9,1,2010-06-04,9505.8,False
9,1,2010-06-11,9236.26,False
9,1,2010-06-18,9540.72,False
9,1,2010-06-25,9159.5,False
9,1,2010-07-02,11305.36,False
9,1,2010-07-09,9840.3,False
9,1,2010-07-16,8575.61,False
9,1,2010-07-23,7983.42,False
9,1,2010-07-30,9398.18,False
9,1,2010-08-06,8888.16,False
9,1,2010-08-13,8233.72,False
9,1,2010-08-20,8233.82,False
9,1,2010-08-27,8911.63,False
9,1,2010-09-03,9420.75,False
9,1,2010-09-10,9883.89,True
9,1,2010-09-17,10705.6,False
9,1,2010-09-24,10713.65,False
9,1,2010-10-01,11978.42,False
9,1,2010-10-08,13152.32,False
9,1,2010-10-15,12164.67,False
9,1,2010-10-22,12955.32,False
9,1,2010-10-29,22080.96,False
9,1,2010-11-05,18538.13,False
9,1,2010-11-12,11328.27,False
9,1,2010-11-19,9203.2,False
9,1,2010-11-26,10780.6,True
9,1,2010-12-03,13042.06,False
9,1,2010-12-10,15836.25,False
9,1,2010-12-17,22137.23,False
9,1,2010-12-24,21230.47,False
9,1,2010-12-31,7820.01,True
9,1,2011-01-07,8365.16,False
9,1,2011-01-14,9049.76,False
9,1,2011-01-21,10042.29,False
9,1,2011-01-28,10534.25,False
9,1,2011-02-04,12386.14,False
9,1,2011-02-11,17609.54,True
9,1,2011-02-18,19262.71,False
9,1,2011-02-25,8805.35,False
9,1,2011-03-04,9177.05,False
9,1,2011-03-11,9588.53,False
9,1,2011-03-18,9387.59,False
9,1,2011-03-25,9909.43,False
9,1,2011-04-01,10393.72,False
9,1,2011-04-08,11515.04,False
9,1,2011-04-15,13693.33,False
9,1,2011-04-22,24940.66,False
9,1,2011-04-29,17649.37,False
9,1,2011-05-06,10231.78,False
9,1,2011-05-13,8721.04,False
9,1,2011-05-20,8497.04,False
9,1,2011-05-27,8687.9,False
9,1,2011-06-03,9240.67,False
9,1,2011-06-10,8963.92,False
9,1,2011-06-17,8638.83,False
9,1,2011-06-24,8651.38,False
9,1,2011-07-01,9817.12,False
9,1,2011-07-08,10512.14,False
9,1,2011-07-15,8752.42,False
9,1,2011-07-22,8517.46,False
9,1,2011-07-29,8411.83,False
9,1,2011-08-05,9174.31,False
9,1,2011-08-12,7789.72,False
9,1,2011-08-19,8778.39,False
9,1,2011-08-26,9292.32,False
9,1,2011-09-02,8735.99,False
9,1,2011-09-09,10245.86,True
9,1,2011-09-16,11039.94,False
9,1,2011-09-23,10428.39,False
9,1,2011-09-30,10856.02,False
9,1,2011-10-07,11670.67,False
9,1,2011-10-14,12539.39,False
9,1,2011-10-21,13183.58,False
9,1,2011-10-28,17950.88,False
9,1,2011-11-04,23967.18,False
9,1,2011-11-11,10794.7,False
9,1,2011-11-18,10466.01,False
9,1,2011-11-25,12319.18,True
9,1,2011-12-02,13268.53,False
9,1,2011-12-09,16352.35,False
9,1,2011-12-16,21614.53,False
9,1,2011-12-23,26975.98,False
9,1,2011-12-30,11010.41,True
9,1,2012-01-06,9076.54,False
9,1,2012-01-13,9902.8,False
9,1,2012-01-20,9231.2,False
9,1,2012-01-27,10654.88,False
9,1,2012-02-03,11937.48,False
9,1,2012-02-10,16209.23,True
9,1,2012-02-17,25676.28,False
9,1,2012-02-24,10386.62,False
9,1,2012-03-02,11109.17,False
9,1,2012-03-09,11204.72,False
9,1,2012-03-16,11093.07,False
9,1,2012-03-23,11993.86,False
9,1,2012-03-30,14286.63,False
9,1,2012-04-06,27993.33,False
9,1,2012-04-13,16226.29,False
9,1,2012-04-20,9234.22,False
9,1,2012-04-27,8752.32,False
9,1,2012-05-04,10307.2,False
9,1,2012-05-11,9725.4,False
9,1,2012-05-18,9448.43,False
9,1,2012-05-25,9693.75,False
9,1,2012-06-01,9445.35,False
9,1,2012-06-08,9289.55,False
9,1,2012-06-15,9378.72,False
9,1,2012-06-22,10214.84,False
9,1,2012-06-29,9820.63,False
9,1,2012-07-06,11052.17,False
9,1,2012-07-13,9191.85,False
9,1,2012-07-20,8527.7,False
9,1,2012-07-27,9244.08,False
9,1,2012-08-03,8765.82,False
9,1,2012-08-10,9219.2,False
9,1,2012-08-17,9193.85,False
9,1,2012-08-24,8994.15,False
9,1,2012-08-31,10365.44,False
9,1,2012-09-07,11647.62,True
9,1,2012-09-14,12128.7,False
9,1,2012-09-21,12392.13,False
9,1,2012-09-28,13772.7,False
9,1,2012-10-05,14787.3,False
9,1,2012-10-12,14626.09,False
9,1,2012-10-19,15325.8,False
9,1,2012-10-26,20194.31,False
9,2,2010-02-05,24917.84,False
9,2,2010-02-12,22488.29,True
9,2,2010-02-19,22173.92,False
9,2,2010-02-26,22311.77,False
9,2,2010-03-05,23609.13,False
9,2,2010-03-12,22443.05,False
9,2,2010-03-19,21846.4,False
9,2,2010-03-26,21750.09,False
9,2,2010-04-02,24100.26,False
9,2,2010-04-09,23219.4,False
9,2,2010-04-16,22309.52,False
9,2,2010-04-23,21708.35,False
9,2,2010-04-30,22966.29,False
9,2,2010-05-07,22917.81,False
9,2,2010-05-14,22857.79,False
9,2,2010-05-21,24052.9,False
9,2,2010-05-28,22985.61,False
9,2,2010-06-04,26015.13,False
9,2,2010-06-11,24273.77,False
9,2,2010-06-18,23526.82,False
9,2,2010-06-25,22440.65,False
9,2,2010-07-02,24105.24,False
9,2,2010-07-09,23866.4,False
9,2,2010-07-16,22415.59,False
9,2,2010-07-23,22861.29,False
9,2,2010-07-30,23179.24,False
9,2,2010-08-06,24592.47,False
9,2,2010-08-13,23611.08,False
9,2,2010-08-20,24368.09,False
9,2,2010-08-27,25967.79,False
9,2,2010-09-03,25325.33,False
9,2,2010-09-10,21674.07,True
9,2,2010-09-17,24255.72,False
9,2,2010-09-24,22339.75,False
9,2,2010-10-01,24455.27,False
9,2,2010-10-08,25499.67,False
9,2,2010-10-15,22020.7,False
9,2,2010-10-22,23201.19,False
9,2,2010-10-29,22782.4,False
9,2,2010-11-05,25073.55,False
9,2,2010-11-12,21781.53,False
9,2,2010-11-19,21034.26,False
9,2,2010-11-26,20904.98,True
9,2,2010-12-03,22811.12,False
9,2,2010-12-10,23518.64,False
9,2,2010-12-17,29369.0,False
9,2,2010-12-24,31330.49,False
9,2,2010-12-31,19739.33,True
9,2,2011-01-07,23474.96,False
9,2,2011-01-14,20970.09,False
9,2,2011-01-21,22585.63,False
9,2,2011-01-28,22077.4,False
9,2,2011-02-04,22472.32,False
9,2,2011-02-11,24927.16,True
9,2,2011-02-18,26748.66,False
9,2,2011-02-25,25224.1,False
9,2,2011-03-04,26869.5,False
9,2,2011-03-11,24888.34,False
9,2,2011-03-18,22967.8,False
9,2,2011-03-25,23993.84,False
9,2,2011-04-01,24217.87,False
9,2,2011-04-08,28951.96,False
9,2,2011-04-15,24077.32,False
9,2,2011-04-22,24328.46,False
9,2,2011-04-29,23119.02,False
9,2,2011-05-06,25982.98,False
9,2,2011-05-13,24733.36,False
9,2,2011-05-20,23861.78,False
9,2,2011-05-27,24921.08,False
9,2,2011-06-03,27252.62,False
9,2,2011-06-10,25906.82,False
9,2,2011-06-17,26369.13,False
9,2,2011-06-24,24719.64,False
9,2,2011-07-01,25196.53,False
9,2,2011-07-08,25400.92,False
9,2,2011-07-15,25641.4,False
9,2,2011-07-22,24923.47,False
9,2,2011-07-29,23230.67,False
9,2,2011-08-05,27560.78,False
9,2,2011-08-12,24967.66,False
9,2,2011-08-19,26494.18,False
9,2,2011-08-26,26762.48,False
9,2,2011-09-02,28801.57,False
9,2,2011-09-09,24148.55,True
9,2,2011-09-16,25309.64,False
9,2,2011-09-23,24246.91,False
9,2,2011-09-30,24709.94,False
9,2,2011-10-07,26052.9,False
9,2,2011-10-14,25058.51,False
9,2,2011-10-21,24311.07,False
9,2,2011-10-28,23126.9,False
9,2,2011-11-04,27487.7,False
9,2,2011-11-11,23785.97,False
9,2,2011-11-18,22992.04,False
9,2,2011-11-25,23196.78,True
9,2,2011-12-02,23407.43,False
9,2,2011-12-09,25302.33,False
9,2,2011-12-16,31258.59,False
9,2,2011-12-23,34028.54,False
9,2,2011-12-30,23048.39,True
9,2,2012-01-06,24875.66,False
9,2,2012-01-13,22518.88,False
9,2,2012-01-20,24812.34,False
9,2,2012-01-27,23987.57,False
9,2,2012-02-03,27556.27,False
9,2,2012-02-10,27491.43,True
9,2,2012-02-17,25799.08,False
9,2,2012-02-24,27962.7,False
9,2,2012-03-02,28646.72,False
9,2,2012-03-09,26736.78,False
9,2,2012-03-16,25812.28,False
9,2,2012-03-23,25756.55,False
9,2,2012-03-30,26825.26,False
9,2,2012-04-06,28702.77,False
9,2,2012-04-13,25538.18,False
9,2,2012-04-20,27195.93,False
9,2,2012-04-27,25516.19,False
9,2,2012-05-04,28104.08,False
9,2,2012-05-11,26203.6,False
9,2,2012-05-18,25159.33,False
9,2,2012-05-25,26875.49,False
9,2,2012-06-01,28086.88,False
9,2,2012-06-08,28023.86,False
9,2,2012-06-15,25598.96,False
9,2,2012-06-22,26926.71,False
9,2,2012-06-29,26151.82,False
9,2,2012-07-06,27050.57,False
9,2,2012-07-13,27620.29,False
9,2,2012-07-20,27022.37,False
9,2,2012-07-27,26324.71,False
9,2,2012-08-03,28049.65,False
9,2,2012-08-10,26937.07,False
9,2,2012-08-17,27396.38,False
9,2,2012-08-24,27376.08,False
9,2,2012-08-31,28333.22,False
9,2,2012-09-07,26530.28,True
9,2,2012-09-14,24971.56,False
9,2,2012-09-21,25030.06,False
9,2,2012-09-28,25489.13,False
9,2,2012-10-05,27504.15,False
9,2,2012-10-12,23249.88,False
9,2,2012-10-19,26931.98,False
9,2,2012-10-26,24859.9,False
9,3,2010-02-05,6733.37,False
9,3,2010-02-12,6237.84,True
9,3,2010-02-19,5402.42,False
9,3,2010-02-26,5454.56,False
9,3,2010-03-05,5723.9,False
9,3,2010-03-12,5267.07,False
9,3,2010-03-19,4214.67,False
9,3,2010-03-26,4615.74,False
9,3,2010-04-02,5202.53,False
9,3,2010-04-09,4874.85,False
9,3,2010-04-16,5091.96,False
9,3,2010-04-23,4791.64,False
9,3,2010-04-30,5014.55,False
9,3,2010-05-07,5760.92,False
9,3,2010-05-14,4929.7,False
9,3,2010-05-21,5219.42,False
9,3,2010-05-28,4258.88,False
9,3,2010-06-04,3967.5,False
9,3,2010-06-11,4220.83,False
9,3,2010-06-18,4166.64,False
9,3,2010-06-25,3844.22,False
9,3,2010-07-02,4573.04,False
9,3,2010-07-09,5209.42,False
9,3,2010-07-16,5491.97,False
9,3,2010-07-23,7684.96,False
9,3,2010-07-30,10479.55,False
9,3,2010-08-06,12502.64,False
9,3,2010-08-13,19047.04,False
9,3,2010-08-20,18954.83,False
9,3,2010-08-27,26938.92,False
9,3,2010-09-03,9477.95,False
9,3,2010-09-10,5764.45,True
9,3,2010-09-17,4414.3,False
9,3,2010-09-24,4647.18,False
9,3,2010-10-01,5053.7,False
9,3,2010-10-08,5367.57,False
9,3,2010-10-15,4827.22,False
9,3,2010-10-22,4598.86,False
9,3,2010-10-29,5077.35,False
9,3,2010-11-05,5045.25,False
9,3,2010-11-12,4877.87,False
9,3,2010-11-19,5126.42,False
9,3,2010-11-26,6547.02,True
9,3,2010-12-03,7029.09,False
9,3,2010-12-10,6808.02,False
9,3,2010-12-17,7950.48,False
9,3,2010-12-24,8557.94,False
9,3,2010-12-31,4750.41,True
9,3,2011-01-07,9553.27,False
9,3,2011-01-14,8735.33,False
9,3,2011-01-21,6738.25,False
9,3,2011-01-28,6262.76,False
9,3,2011-02-04,5685.58,False
9,3,2011-02-11,5500.9,True
9,3,2011-02-18,5568.38,False
9,3,2011-02-25,4832.36,False
9,3,2011-03-04,5208.1,False
9,3,2011-03-11,4690.7,False
9,3,2011-03-18,4398.29,False
9,3,2011-03-25,5031.67,False
9,3,2011-04-01,5610.74,False
9,3,2011-04-08,5895.36,False
9,3,2011-04-15,5706.48,False
9,3,2011-04-22,5372.3,False
9,3,2011-04-29,4718.68,False
9,3,2011-05-06,6020.1,False
9,3,2011-05-13,5132.71,False
9,3,2011-05-20,5939.25,False
9,3,2011-05-27,4899.69,False
9,3,2011-06-03,4164.37,False
9,3,2011-06-10,5242.65,False
9,3,2011-06-17,4338.45,False
9,3,2011-06-24,4422.98,False
9,3,2011-07-01,5099.84,False
9,3,2011-07-08,4312.88,False
9,3,2011-07-15,6417.6,False
9,3,2011-07-22,7082.71,False
9,3,2011-07-29,9906.42,False
9,3,2011-08-05,14256.69,False
9,3,2011-08-12,21799.66,False
9,3,2011-08-19,22053.0,False
9,3,2011-08-26,36042.32,False
9,3,2011-09-02,12374.29,False
9,3,2011-09-09,6780.83,True
9,3,2011-09-16,6708.67,False
9,3,2011-09-23,5746.51,False
9,3,2011-09-30,5242.64,False
9,3,2011-10-07,6617.11,False
9,3,2011-10-14,6232.84,False
9,3,2011-10-21,5769.54,False
9,3,2011-10-28,5226.97,False
9,3,2011-11-04,6042.05,False
9,3,2011-11-11,5826.14,False
9,3,2011-11-18,4965.7,False
9,3,2011-11-25,6930.81,True
9,3,2011-12-02,7391.57,False
9,3,2011-12-09,6186.44,False
9,3,2011-12-16,8440.7,False
9,3,2011-12-23,8351.74,False
9,3,2011-12-30,6531.27,True
9,3,2012-01-06,8706.07,False
9,3,2012-01-13,9445.81,False
9,3,2012-01-20,9428.24,False
9,3,2012-01-27,7937.02,False
9,3,2012-02-03,7747.25,False
9,3,2012-02-10,7276.56,True
9,3,2012-02-17,6988.77,False
9,3,2012-02-24,6805.12,False
9,3,2012-03-02,7253.92,False
9,3,2012-03-09,6370.68,False
9,3,2012-03-16,5091.42,False
9,3,2012-03-23,5826.9,False
9,3,2012-03-30,5634.15,False
9,3,2012-04-06,5735.68,False
9,3,2012-04-13,6818.41,False
9,3,2012-04-20,6971.23,False
9,3,2012-04-27,5911.2,False
9,3,2012-05-04,5516.08,False
9,3,2012-05-11,6393.87,False
9,3,2012-05-18,6323.35,False
9,3,2012-05-25,5286.37,False
9,3,2012-06-01,4858.67,False
9,3,2012-06-08,5833.5,False
9,3,2012-06-15,5155.97,False
9,3,2012-06-22,5583.91,False
9,3,2012-06-29,5182.9,False
9,3,2012-07-06,5453.9,False
9,3,2012-07-13,7430.55,False
9,3,2012-07-20,9913.32,False
9,3,2012-07-27,8574.1,False
9,3,2012-08-03,12653.22,False
9,3,2012-08-10,13941.28,False
9,3,2012-08-17,17143.6,False
9,3,2012-08-24,30558.61,False
9,3,2012-08-31,34274.3,False
9,3,2012-09-07,9911.63,True
9,3,2012-09-14,6477.26,False
9,3,2012-09-21,6829.69,False
9,3,2012-09-28,5755.68,False
9,3,2012-10-05,6029.48,False
9,3,2012-10-12,5566.0,False
9,3,2012-10-19,5804.85,False
9,3,2012-10-26,5918.55,False
9,4,2010-02-05,17483.9,False
9,4,2010-02-12,15667.0,True
9,4,2010-02-19,15069.46,False
9,4,2010-02-26,15537.55,False
9,4,2010-03-05,16630.68,False
9,4,2010-03-12,15035.13,False
9,4,2010-03-19,14729.52,False
9,4,2010-03-26,15022.76,False
9,4,2010-04-02,16379.92,False
9,4,2010-04-09,16000.11,False
9,4,2010-04-16,14765.61,False
9,4,2010-04-23,15004.06,False
9,4,2010-04-30,15353.98,False
9,4,2010-05-07,15768.8,False
9,4,2010-05-14,14351.76,False
9,4,2010-05-21,15979.27,False
9,4,2010-05-28,16300.16,False
9,4,2010-06-04,17794.04,False
9,4,2010-06-11,16346.74,False
9,4,2010-06-18,15945.54,False
9,4,2010-06-25,15522.76,False
9,4,2010-07-02,18439.17,False
9,4,2010-07-09,16696.21,False
9,4,2010-07-16,16374.58,False
9,4,2010-07-23,16607.18,False
9,4,2010-07-30,17270.24,False
9,4,2010-08-06,18881.78,False
9,4,2010-08-13,17324.83,False
9,4,2010-08-20,18932.9,False
9,4,2010-08-27,18533.32,False
9,4,2010-09-03,17553.47,False
9,4,2010-09-10,16297.74,True
9,4,2010-09-17,16399.85,False
9,4,2010-09-24,15526.81,False
9,4,2010-10-01,16591.05,False
9,4,2010-10-08,17285.36,False
9,4,2010-10-15,14910.37,False
9,4,2010-10-22,15719.62,False
9,4,2010-10-29,16303.36,False
9,4,2010-11-05,17675.61,False
9,4,2010-11-12,16722.61,False
9,4,2010-11-19,16281.99,False
9,4,2010-11-26,19591.09,True
9,4,2010-12-03,17600.03,False
9,4,2010-12-10,16001.23,False
9,4,2010-12-17,17106.9,False
9,4,2010-12-24,19989.46,False
9,4,2010-12-31,16401.97,True
9,4,2011-01-07,17271.83,False
9,4,2011-01-14,15890.9,False
9,4,2011-01-21,15638.13,False
9,4,2011-01-28,16148.14,False
9,4,2011-02-04,16581.49,False
9,4,2011-02-11,17383.84,True
9,4,2011-02-18,16876.33,False
9,4,2011-02-25,15923.35,False
9,4,2011-03-04,17026.78,False
9,4,2011-03-11,15676.45,False
9,4,2011-03-18,16207.58,False
9,4,2011-03-25,15566.34,False
9,4,2011-04-01,16236.48,False
9,4,2011-04-08,17050.73,False
9,4,2011-04-15,16407.73,False
9,4,2011-04-22,16750.79,False
9,4,2011-04-29,17345.64,False
9,4,2011-05-06,17915.32,False
9,4,2011-05-13,16527.59,False
9,4,2011-05-20,16619.03,False
9,4,2011-05-27,16852.75,False
9,4,2011-06-03,17473.04,False
9,4,2011-06-10,16113.5,False
9,4,2011-06-17,16552.11,False
9,4,2011-06-24,15879.8,False
9,4,2011-07-01,16721.84,False
9,4,2011-07-08,18033.03,False
9,4,2011-07-15,15724.44,False
9,4,2011-07-22,15343.62,False
9,4,2011-07-29,15231.86,False
9,4,2011-08-05,18983.27,False
9,4,2011-08-12,16616.66,False
9,4,2011-08-19,19415.34,False
9,4,2011-08-26,17856.62,False
9,4,2011-09-02,18800.92,False
9,4,2011-09-09,16883.51,True
9,4,2011-09-16,16616.45,False
9,4,2011-09-23,16209.65,False
9,4,2011-09-30,16846.25,False
9,4,2011-10-07,18482.89,False
9,4,2011-10-14,16390.11,False
9,4,2011-10-21,17172.96,False
9,4,2011-10-28,16728.61,False
9,4,2011-11-04,19578.35,False
9,4,2011-11-11,17017.32,False
9,4,2011-11-18,16853.98,False
9,4,2011-11-25,19963.37,True
9,4,2011-12-02,18130.03,False
9,4,2011-12-09,16763.1,False
9,4,2011-12-16,17765.12,False
9,4,2011-12-23,20918.69,False
9,4,2011-12-30,17087.65,True
9,4,2012-01-06,20135.37,False
9,4,2012-01-13,17288.29,False
9,4,2012-01-20,17473.52,False
9,4,2012-01-27,16659.92,False
9,4,2012-02-03,18608.83,False
9,4,2012-02-10,18732.33,True
9,4,2012-02-17,17146.82,False
9,4,2012-02-24,16676.0,False
9,4,2012-03-02,18343.24,False
9,4,2012-03-09,17691.51,False
9,4,2012-03-16,16479.94,False
9,4,2012-03-23,16226.09,False
9,4,2012-03-30,17905.49,False
9,4,2012-04-06,19005.46,False
9,4,2012-04-13,17511.64,False
9,4,2012-04-20,18442.84,False
9,4,2012-04-27,16759.55,False
9,4,2012-05-04,18268.14,False
9,4,2012-05-11,17389.91,False
9,4,2012-05-18,16505.34,False
9,4,2012-05-25,17242.4,False
9,4,2012-06-01,19151.51,False
9,4,2012-06-08,18722.73,False
9,4,2012-06-15,17705.25,False
9,4,2012-06-22,17522.7,False
9,4,2012-06-29,18218.66,False
9,4,2012-07-06,20010.69,False
9,4,2012-07-13,17883.72,False
9,4,2012-07-20,17785.83,False
9,4,2012-07-27,17764.98,False
9,4,2012-08-03,18677.46,False
9,4,2012-08-10,19097.64,False
9,4,2012-08-17,17805.92,False
9,4,2012-08-24,19903.97,False
9,4,2012-08-31,19435.86,False
9,4,2012-09-07,18976.22,True
9,4,2012-09-14,17482.09,False
9,4,2012-09-21,16752.63,False
9,4,2012-09-28,16771.27,False
9,4,2012-10-05,20344.13,False
9,4,2012-10-12,17294.36,False
9,4,2012-10-19,18618.3,False
9,4,2012-10-26,18553.19,False
9,5,2010-02-05,20476.63,False
9,5,2010-02-12,23090.98,True
9,5,2010-02-19,17249.74,False
9,5,2010-02-26,17459.78,False
9,5,2010-03-05,16342.21,False
9,5,2010-03-12,19318.59,False
9,5,2010-03-19,21287.64,False
9,5,2010-03-26,31125.5,False
9,5,2010-04-02,23148.93,False
9,5,2010-04-09,15791.16,False
9,5,2010-04-16,12934.48,False
9,5,2010-04-23,19551.4,False
9,5,2010-04-30,17221.97,False
9,5,2010-05-07,14951.36,False
9,5,2010-05-14,15459.39,False
9,5,2010-05-21,14691.53,False
9,5,2010-05-28,15167.72,False
9,5,2010-06-04,17871.45,False
9,5,2010-06-11,14337.65,False
9,5,2010-06-18,15271.33,False
9,5,2010-06-25,14075.07,False
9,5,2010-07-02,17947.74,False
9,5,2010-07-09,16321.37,False
9,5,2010-07-16,14377.6,False
9,5,2010-07-23,13522.79,False
9,5,2010-07-30,14166.91,False
9,5,2010-08-06,14692.23,False
9,5,2010-08-13,13930.3,False
9,5,2010-08-20,12347.09,False
9,5,2010-08-27,11414.38,False
9,5,2010-09-03,11600.79,False
9,5,2010-09-10,12379.8,True
9,5,2010-09-17,13750.61,False
9,5,2010-09-24,13627.56,False
9,5,2010-10-01,19831.03,False
9,5,2010-10-08,15984.97,False
9,5,2010-10-15,15877.17,False
9,5,2010-10-22,14745.38,False
9,5,2010-10-29,13165.22,False
9,5,2010-11-05,16659.44,False
9,5,2010-11-12,18964.64,False
9,5,2010-11-19,21981.53,False
9,5,2010-11-26,60469.13,True
9,5,2010-12-03,24476.6,False
9,5,2010-12-10,35204.96,False
9,5,2010-12-17,42983.78,False
9,5,2010-12-24,66611.27,False
9,5,2010-12-31,22508.43,True
9,5,2011-01-07,19184.56,False
9,5,2011-01-14,15770.11,False
9,5,2011-01-21,14947.29,False
9,5,2011-01-28,17159.35,False
9,5,2011-02-04,27344.53,False
9,5,2011-02-11,25882.43,True
9,5,2011-02-18,25896.47,False
9,5,2011-02-25,20873.9,False
9,5,2011-03-04,22467.08,False
9,5,2011-03-11,20654.95,False
9,5,2011-03-18,18577.67,False
9,5,2011-03-25,15505.49,False
9,5,2011-04-01,17952.34,False
9,5,2011-04-08,18329.16,False
9,5,2011-04-15,15077.28,False
9,5,2011-04-22,15636.67,False
9,5,2011-04-29,14336.68,False
9,5,2011-05-06,14568.05,False
9,5,2011-05-13,11684.43,False
9,5,2011-05-20,14436.48,False
9,5,2011-05-27,15956.55,False
9,5,2011-06-03,17196.93,False
9,5,2011-06-10,16569.07,False
9,5,2011-06-17,18441.03,False
9,5,2011-06-24,14952.5,False
9,5,2011-07-01,14638.5,False
9,5,2011-07-08,14435.99,False
9,5,2011-07-15,16269.89,False
9,5,2011-07-22,14380.16,False
9,5,2011-07-29,12014.53,False
9,5,2011-08-05,16765.94,False
9,5,2011-08-12,15645.56,False
9,5,2011-08-19,14444.46,False
9,5,2011-08-26,12349.89,False
9,5,2011-09-02,15625.71,False
9,5,2011-09-09,14232.61,True
9,5,2011-09-16,15086.81,False
9,5,2011-09-23,17571.24,False
9,5,2011-09-30,17327.54,False
9,5,2011-10-07,24024.84,False
9,5,2011-10-14,20843.5,False
9,5,2011-10-21,21459.03,False
9,5,2011-10-28,19613.19,False
9,5,2011-11-04,22488.43,False
9,5,2011-11-11,26748.22,False
9,5,2011-11-18,19403.41,False
9,5,2011-11-25,61019.02,True
9,5,2011-12-02,22469.95,False
9,5,2011-12-09,27604.68,False
9,5,2011-12-16,35916.15,False
9,5,2011-12-23,48433.9,False
9,5,2011-12-30,26060.74,True
9,5,2012-01-06,17224.23,False
9,5,2012-01-13,14807.56,False
9,5,2012-01-20,17372.47,False
9,5,2012-01-27,17611.2,False
9,5,2012-02-03,22285.57,False
9,5,2012-02-10,24255.74,True
9,5,2012-02-17,35716.45,False
9,5,2012-02-24,23453.32,False
9,5,2012-03-02,23901.17,False
9,5,2012-03-09,21801.64,False
9,5,2012-03-16,20459.54,False
9,5,2012-03-23,17298.51,False
