Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
9,2010-02-05,38.01,2.572,,,,,,214.6554591,6.415,False
9,2010-02-12,37.08,2.548,,,,,,214.8056534,6.415,True
9,2010-02-19,43.06,2.5140000000000002,,,,,,214.8506185,6.415,False
9,2010-02-26,43.83,2.5610000000000004,,,,,,214.87804530000003,6.415,False
9,2010-03-05,48.43,2.625,,,,,,214.9054721,6.415,False
9,2010-03-12,55.76,2.667,,,,,,214.93289900000002,6.415,False
9,2010-03-19,53.15,2.72,,,,,,214.75972740000003,6.415,False
9,2010-03-26,51.8,2.7319999999999998,,,,,,214.5531227,6.415,False
9,2010-04-02,65.21,2.719,,,,,,214.3465181,6.3839999999999995,False
9,2010-04-09,64.95,2.77,,,,,,214.13991349999998,6.3839999999999995,False
9,2010-04-16,66.09,2.8080000000000003,,,,,,214.00018169999998,6.3839999999999995,False
9,2010-04-23,61.26,2.795,,,,,,213.94961380000004,6.3839999999999995,False
9,2010-04-30,66.07,2.78,,,,,,213.89904590000003,6.3839999999999995,False
9,2010-05-07,68.58,2.835,,,,,,213.84847799999997,6.3839999999999995,False
9,2010-05-14,70.53,2.8539999999999996,,,,,,213.8469819,6.3839999999999995,False
9,2010-05-21,71.5,2.826,,,,,,214.1399162,6.3839999999999995,False
9,2010-05-28,77.12,2.759,,,,,,214.4328505,6.3839999999999995,False
9,2010-06-04,79.65,2.705,,,,,,214.7257848,6.3839999999999995,False
9,2010-06-11,83.75,2.668,,,,,,215.0187191,6.3839999999999995,False
9,2010-06-18,82.99,2.637,,,,,,215.0166484,6.3839999999999995,False
9,2010-06-25,85.02,2.653,,,,,,214.8965756,6.3839999999999995,False
9,2010-07-02,78.55,2.6689999999999996,,,,,,214.7765028,6.442,False
9,2010-07-09,78.51,2.642,,,,,,214.6564301,6.442,False
9,2010-07-16,82.93,2.623,,,,,,214.64744530000002,6.442,False
9,2010-07-23,84.49,2.608,,,,,,214.7865779,6.442,False
9,2010-07-30,79.83,2.64,,,,,,214.9257105,6.442,False
9,2010-08-06,87.09,2.627,,,,,,215.06484300000002,6.442,False
9,2010-08-13,86.85,2.6919999999999997,,,,,,215.2039756,6.442,False
9,2010-08-20,86.3,2.6639999999999997,,,,,,215.16196459999998,6.442,False
9,2010-08-27,84.01,2.6189999999999998,,,,,,215.11995359999997,6.442,False
9,2010-09-03,82.47,2.577,,,,,,215.0779426,6.442,False
9,2010-09-10,77.7,2.565,,,,,,215.0359315,6.442,True
9,2010-09-17,81.19,2.582,,,,,,215.0615285,6.442,False
9,2010-09-24,77.15,2.6239999999999997,,,,,,215.13783130000002,6.442,False
9,2010-10-01,69.08,2.603,,,,,,215.2141341,6.56,False
9,2010-10-08,65.35,2.633,,,,,,215.290437,6.56,False
9,2010-10-15,67.36,2.72,,,,,,215.3589917,6.56,False
9,2010-10-22,69.99,2.725,,,,,,215.4081762,6.56,False
9,2010-10-29,64.43,2.716,,,,,,215.45736069999998,6.56,False
9,2010-11-05,58.69,2.6889999999999996,,,,,,215.5065452,6.56,False
9,2010-11-12,61.59,2.728,,,,,,215.55572969999997,6.56,False
9,2010-11-19,49.96,2.7710000000000004,,,,,,215.43728540000004,6.56,False
9,2010-11-26,60.18,2.735,,,,,,215.2909028,6.56,True
9,2010-12-03,49.89,2.708,,,,,,215.1445203,6.56,False
9,2010-12-10,46.1,2.843,,,,,,214.9981378,6.56,False
9,2010-12-17,49.7,2.8689999999999998,,,,,,214.93349369999999,6.56,False
9,2010-12-24,50.93,2.886,,,,,,214.9301534,6.56,False
9,2010-12-31,45.92,2.943,,,,,,214.9268131,6.56,True
9,2011-01-07,41.82,2.9760000000000004,,,,,,214.92347290000004,6.416,False
9,2011-01-14,36.43,2.983,,,,,,214.97495869999997,6.416,False
9,2011-01-21,44.72,3.016,,,,,,215.35540130000004,6.416,False
9,2011-01-28,43.9,3.01,,,,,,215.7358438,6.416,False
9,2011-02-04,31.82,2.989,,,,,,216.1162864,6.416,False
9,2011-02-11,34.13,3.022,,,,,,216.49672900000002,6.416,True
9,2011-02-18,58.5,3.045,,,,,,216.81548560000002,6.416,False
9,2011-02-25,59.01,3.065,,,,,,217.1095679,6.416,False
9,2011-03-04,60.67,3.2880000000000003,,,,,,217.4036503,6.416,False
9,2011-03-11,54.75,3.4589999999999996,,,,,,217.6977326,6.416,False
9,2011-03-18,63.82,3.488,,,,,,217.95633709999998,6.416,False
9,2011-03-25,68.79,3.4730000000000003,,,,,,218.2007506,6.416,False
9,2011-04-01,56.12,3.5239999999999996,,,,,,218.445164,6.38,False
9,2011-04-08,71.4,3.622,,,,,,218.68957749999998,6.38,False
9,2011-04-15,71.9,3.7430000000000003,,,,,,218.91349350000002,6.38,False
9,2011-04-22,72.35,3.807,,,,,,219.0861659,6.38,False
9,2011-04-29,70.85,3.81,,,,,,219.25883819999999,6.38,False
9,2011-05-06,62.2,3.906,,,,,,219.43151060000002,6.38,False
9,2011-05-13,77.66,3.8989999999999996,,,,,,219.60418289999998,6.38,False
9,2011-05-20,70.49,3.907,,,,,,219.3622809,6.38,False
9,2011-05-27,80.42,3.786,,,,,,219.12037880000003,6.38,False
9,2011-06-03,85.8,3.699,,,,,,218.87847680000002,6.38,False
9,2011-06-10,85.81,3.648,,,,,,218.6365747,6.38,False
9,2011-06-17,89.15,3.637,,,,,,218.5877333,6.38,False
9,2011-06-24,86.74,3.594,,,,,,218.6836874,6.38,False
9,2011-07-01,89.14,3.5239999999999996,,,,,,218.7796415,6.404,False
9,2011-07-08,89.04,3.48,,,,,,218.8755955,6.404,False
9,2011-07-15,90.45,3.575,,,,,,218.96072420000002,6.404,False
9,2011-07-22,89.08,3.6510000000000002,,,,,,219.0187895,6.404,False
9,2011-07-29,91.1,3.682,,,,,,219.0768548,6.404,False
9,2011-08-05,91.52,3.6839999999999997,,,,,,219.1349201,6.404,False
9,2011-08-12,91.63,3.638,,,,,,219.19298540000003,6.404,False
9,2011-08-19,85.8,3.554,,,,,,219.25561090000002,6.404,False
9,2011-08-26,88.95,3.523,,,,,,219.3189965,6.404,False
9,2011-09-02,89.33,3.533,,,,,,219.38238199999998,6.404,False
9,2011-09-09,75.65,3.5460000000000003,,,,,,219.4457675,6.404,True
9,2011-09-16,77.95,3.5260000000000002,,,,,,219.6297841,6.404,False
9,2011-09-23,74.42,3.467,,,,,,219.9746423,6.404,False
9,2011-09-30,78.45,3.355,,,,,,220.3195004,6.404,False
9,2011-10-07,72.62,3.285,,,,,,220.6643585,6.053999999999999,False
9,2011-10-14,67.27,3.2739999999999996,,,,,,220.9836849,6.053999999999999,False
9,2011-10-21,65.46,3.353,,,,,,221.14982059999997,6.053999999999999,False
9,2011-10-28,63.96,3.372,,,,,,221.3159563,6.053999999999999,False
9,2011-11-04,54.46,3.332,,,,,,221.48209210000002,6.053999999999999,False
9,2011-11-11,58.28,3.2969999999999997,3235.06,1645.11,63.15,1580.98,2209.21,221.6482278,6.053999999999999,False
9,2011-11-18,58.8,3.3080000000000003,3648.4,2.63,21.12,1639.62,3623.62,221.88039229999998,6.053999999999999,False
9,2011-11-25,54.32,3.236,121.57,,44061.13,247.83,8294.47,222.13896830000002,6.053999999999999,True
9,2011-12-02,46.84,3.1719999999999997,1237.88,,1330.53,643.78,8323.51,222.3975443,6.053999999999999,False
9,2011-12-09,37.65,3.158,3075.89,,248.8,822.69,7585.2,222.65612030000003,6.053999999999999,False
9,2011-12-16,47.31,3.159,2755.9,,136.48,384.78,2240.49,222.88254840000002,6.053999999999999,False
9,2011-12-23,44.43,3.112,719.14,0.24,318.75,17.72,2357.19,223.0661125,6.053999999999999,False
9,2011-12-30,43.41,3.1289999999999996,2155.73,14481.63,44.07,237.84,3699.24,223.2496766,6.053999999999999,True
9,2012-01-06,47.54,3.157,3597.08,6203.76,11.2,3743.55,1912.75,223.43324080000002,5.667000000000001,False
9,2012-01-13,42.44,3.261,4731.1,2959.36,,129.27,3416.48,223.6168049,5.667000000000001,False
9,2012-01-20,51.56,3.2680000000000002,910.51,234.36,,117.08,6081.04,223.71142880000002,5.667000000000001,False
9,2012-01-27,49.38,3.29,489.19,283.85,,22.5,2888.79,223.80605269999998,5.667000000000001,False
9,2012-02-03,54.43,3.36,19289.22,527.14,4.46,9955.21,3428.92,223.9006766,5.667000000000001,False
9,2012-02-10,44.03,3.409,5619.8,1595.17,1.71,4740.66,4494.14,223.9953006,5.667000000000001,True
9,2012-02-17,43.81,3.51,4572.81,5448.91,6.0,945.06,7589.85,224.15886630000003,5.667000000000001,False
9,2012-02-24,53.67,3.555,3801.98,4010.13,1.0,586.06,7315.09,224.37413840000002,5.667000000000001,False
9,2012-03-02,57.2,3.63,6268.15,154.97,,3557.17,1878.44,224.58941040000002,5.667000000000001,False
9,2012-03-09,54.03,3.6689999999999996,3923.2,96.52,17.36,990.11,2755.72,224.8046825,5.667000000000001,False
9,2012-03-16,59.94,3.734,1913.05,1.8,7.33,436.67,14026.36,224.95949019999998,5.667000000000001,False
9,2012-03-23,58.79,3.787,1681.15,1.8,0.68,414.45,466.42,225.03367859999997,5.667000000000001,False
9,2012-03-30,67.87,3.845,3669.95,15.98,,69.02,2049.16,225.107867,5.667000000000001,False
9,2012-04-06,68.83,3.891,4876.77,,10.0,1201.8,8545.16,225.18205550000002,5.539,False
9,2012-04-13,69.19,3.891,4939.14,856.32,,290.87,807.0,225.25624390000002,5.539,False
9,2012-04-20,68.04,3.877,910.31,121.25,2.0,265.55,1146.34,225.3117488,5.539,False
9,2012-04-27,73.07,3.8139999999999996,409.76,,0.4,7.88,7179.53,225.3672537,5.539,False
9,2012-05-04,78.98,3.7489999999999997,5917.56,,68.0,969.06,647.76,225.4227585,5.539,False
9,2012-05-11,70.94,3.688,4727.8,,1.04,356.78,1077.81,225.4782634,5.539,False
9,2012-05-18,69.52,3.63,1926.92,,0.24,426.51,2968.78,225.4942498,5.539,False
9,2012-05-25,79.69,3.5610000000000004,1574.27,,361.83,81.12,5286.38,225.4944288,5.539,False
9,2012-06-01,80.26,3.5010000000000003,2542.14,35.6,76.8,374.37,3413.57,225.4946078,5.539,False
9,2012-06-08,78.91,3.452,3564.15,142.2,0.3,81.26,5518.29,225.4947868,5.539,False
9,2012-06-15,82.21,3.3930000000000002,3296.23,176.4,50.03,780.78,4209.82,225.50706340000002,5.539,False
9,2012-06-22,81.05,3.346,2886.26,3.8,,1270.8,4545.91,225.5495841,5.539,False
9,2012-06-29,87.18,3.286,2073.16,120.0,,31.75,2792.7,225.5921049,5.539,False
9,2012-07-06,84.15,3.227,3165.17,87.2,8.08,1642.41,2096.86,225.6346256,5.277,False
9,2012-07-13,82.39,3.2560000000000002,3031.81,,2.02,47.76,4554.39,225.6771463,5.277,False
9,2012-07-20,83.39,3.3110000000000004,1107.97,0.5,5.85,862.28,1986.24,225.68711209999998,5.277,False
9,2012-07-27,86.41,3.407,1042.73,8.0,1.66,1129.2,2929.43,225.6970779,5.277,False
9,2012-08-03,90.23,3.417,11864.5,61.0,0.22,1659.09,2176.37,225.70704369999999,5.277,False
9,2012-08-10,88.66,3.4939999999999998,3180.78,-9.94,1.4,2112.03,2314.58,225.7170094,5.277,False
9,2012-08-17,86.37,3.571,975.91,,3.0,325.68,670.48,225.79953230000004,5.277,False
9,2012-08-24,77.9,3.62,1524.71,,1.8,501.16,4241.59,225.93647290000004,5.277,False
9,2012-08-31,80.71,3.638,5758.14,,17.6,2828.89,1884.13,226.0734135,5.277,False
9,2012-09-07,87.93,3.73,4837.99,-5.96,22.74,602.8,1377.59,226.21035409999996,5.277,True
9,2012-09-14,73.55,3.717,2640.68,,10.75,385.53,4276.03,226.3567545,5.277,False
9,2012-09-21,69.92,3.721,1887.95,1.91,,273.53,4626.19,226.55991380000003,5.277,False
9,2012-09-28,76.8,3.6660000000000004,1699.68,1.91,0.55,190.38,1819.15,226.76307319999998,5.277,False
9,2012-10-05,66.61,3.617,2657.57,,3.01,1107.79,1560.55,226.96623250000002,4.954,False
9,2012-10-12,60.09,3.6010000000000004,520.41,,6.01,,2839.84,227.16939190000002,4.954,False
9,2012-10-19,68.01,3.594,545.72,,8.0,28.94,3098.87,227.21428799999998,4.954,False
9,2012-10-26,69.52,3.5060000000000002,512.23,3.0,8.0,,1666.38,227.2328068,4.954,False
9,2012-11-02,56.26,3.386,2291.26,2178.48,65.25,20.52,1347.79,227.25132569999997,4.954,False
9,2012-11-09,63.9,3.3139999999999996,3595.06,2243.43,27.65,1000.2,1881.75,227.2698446,4.954,False
9,2012-11-16,53.15,3.252,1675.29,278.78,35.64,153.18,1749.12,227.3024293,4.954,False
9,2012-11-23,59.74,3.2110000000000003,2.5,0.02,55952.99,14.64,310.72,227.3537683,4.954,True
9,2012-11-30,53.86,3.207,1383.39,,5101.2,101.22,8336.61,227.40510730000003,4.954,False
9,2012-12-07,61.19,3.198,2521.31,,388.0,171.98,4047.33,227.4564463,4.954,False
9,2012-12-14,46.2,3.168,1789.62,,182.0,26.91,1233.42,227.5178253,4.954,False
9,2012-12-21,53.23,3.0980000000000003,1374.65,107.88,205.02,,421.38,227.63944410000002,4.954,False
9,2012-12-28,40.51,3.108,4089.65,7901.92,292.62,146.64,142.75,227.7610629,4.954,True
9,2013-01-04,34.65,3.161,894.63,5462.31,11.72,,1750.05,227.88268169999998,5.0489999999999995,False
